image,xmin,ymin,xmax,ymax
vid_4_18360.jpg,17.60926194,192.4147362,130.1128799,240.3426641
vid_4_18340.jpg,227.9421129,186.0569498,359.5224313,236.9192407
vid_4_1840.jpg,108.5904486,186.0569498,287.1287988,267.240991
vid_4_1840.jpg,313.5426918,178.7210425,467.6237337,233.9848777
vid_4_1860.jpg,81.19826339,187.0350708,202.5065123,241.8098456
vid_4_1860.jpg,0,198.283462,46.46888567,232.0286358
vid_4_1860.jpg,590.3994211,182.1444659,675.0217077,238.3864221
vid_4_1880.jpg,161.9073806,194.3709781,345.3371925,267.240991
vid_4_1880.jpg,523.8755427,181.1663449,615.3458755,215.4005792
vid_4_1880.jpg,582.0839363,172.8523166,676,224.967825
vid_4_18820.jpg,565.4529667,170.8960746,676,222.7364865
vid_4_18840.jpg,288.5962373,182.1444659,430.9377713,235.4520592
vid_4_18860.jpg,39.62083936,190.9475547,157.015919,239.3645431
vid_4_18860.jpg,512.1360347,169.9179537,673.5542692,248.6566924
vid_4_18880.jpg,134.5151954,187.0350708,294.9551375,252.5691763
vid_4_1900.jpg,318.4341534,180.1882239,442.1881331,234.9629987
vid_4_19040.jpg,548.3328509,178.7210425,659.3690304,227.6270914
vid_4_19060.jpg,242.6164978,190.4584942,359.5224313,237.8973616
vid_4_19080.jpg,5.380607815,190.9475547,103.698987,232.0286358
vid_4_1920.jpg,80.21997106,193.3928571,179.0274964,239.8536036
vid_4_1920.jpg,158.4833575,193.8819176,213.7568741,232.0286358
vid_4_1940.jpg,3.91316932,196.8162806,73.86107091,226.1599099
vid_4_1940.jpg,615.3458755,172.3632561,671.1085384,212.9552767
vid_4_1960.jpg,435.829233,179.6991634,540.9956585,218.8240026
vid_4_1960.jpg,470.0694645,188.0131918,596.2691751,229.0942728
vid_4_19760.jpg,351.2069465,179.6991634,485.2329957,235.9411197
vid_4_19780.jpg,86.5788712,191.9256757,194.1910275,234.4739382
vid_4_19740.jpg,617.7916064,175.297619,674.0434153,215.8896396
vid_4_1980.jpg,220.1157742,191.4366152,340.934877,241.3207851
vid_4_1980.jpg,351.6960926,189.9694337,449.5253256,231.5395753
vid_4_1980.jpg,545.397974,176.7648005,664.7496382,228.6052124
vid_4_19880.jpg,434.3617945,182.6335264,558.1157742,230.5614543
vid_4_19900.jpg,147.7221418,192.9037967,269.0303907,238.3864221
vid_4_19920.jpg,0,197.7944015,53.31693198,232.5176963
vid_4_2000.jpg,22.50072359,203.6631274,127.1780029,239.3645431
vid_4_2000.jpg,84.62228654,189.9694337,168.7554269,232.5176963
vid_4_2000.jpg,144.7872648,196.1132561,249.9536903,234.9629987
vid_4_2000.jpg,307.1837916,188.9913127,445.6121563,244.7442085
vid_4_2000.jpg,472.0260492,185.5678893,565.4529667,222.247426
vid_4_2020.jpg,13.20694645,198.283462,88.0463097,232.5176963
vid_4_2020.jpg,85.60057887,199.261583,194.1910275,241.3207851
vid_4_2020.jpg,273.9218524,196.8162806,370.2836469,232.5176963
vid_4_2020.jpg,601.1606368,179.210103,676,224.6927284
vid_4_2040.jpg,100.76411,202.1959459,191.7452967,234.4739382
vid_4_2040.jpg,0,205.6193694,35.21852388,233.9848777
vid_4_2040.jpg,390.8277858,182.1444659,519.4732272,233.7709138
vid_4_2040.jpg,572.301013,178.7210425,676,238.8754826
vid_4_2060.jpg,0.489146165,196.8162806,63.58900145,227.6270914
vid_4_2060.jpg,160.4399421,195.8381596,281.748191,237.4083012
vid_4_2060.jpg,195.658466,202.4710425,360.0115774,255.5035393
vid_4_2060.jpg,491.5918958,184.5897683,597.7366136,222.7364865
vid_4_2080.jpg,16.14182344,194.8600386,92.44862518,229.5833333
vid_4_2080.jpg,0,202.6850064,48.9146165,238.3864221
vid_4_2080.jpg,290.552822,188.9913127,389.8494935,230.0723938
vid_4_2080.jpg,605.0738061,176.27574,676,218.3349421
vid_4_2100.jpg,103.698987,193.8819176,195.658466,233.0067568
vid_4_2100.jpg,388.382055,175.7866795,505.7771346,235.9411197
vid_4_2100.jpg,546.3762663,172.8523166,676,231.0505148
vid_4_21160.jpg,514.0926194,170.8960746,653.4992764,224.6927284
vid_4_21180.jpg,252.8885673,184.1007079,397.186686,235.9411197
vid_4_2120.jpg,0,189.9694337,53.31693198,228.1161519
vid_4_2120.jpg,154.081042,191.9256757,326.7496382,251.5910553
vid_4_2120.jpg,360.0115774,187.0350708,456.3733719,224.4787645
vid_4_21200.jpg,39.1316932,189.9694337,154.5701881,230.0723938
vid_4_21220.jpg,533.1693198,175.7866795,638.3357453,215.4005792
vid_4_21240.jpg,272.9435601,184.5897683,383.0014472,232.0286358
vid_4_21240.jpg,596.7583213,180.6772844,676,235.9411197
vid_4_21260.jpg,48.9146165,188.0131918,141.3632417,232.0286358
vid_4_21260.jpg,223.5397974,188.9913127,384.4688857,248.1676319
vid_4_21280.jpg,0,192.4147362,58.20839363,235.4520592
vid_4_21300.jpg,490.1244573,181.6554054,667.195369,241.8098456
vid_4_21320.jpg,102.2315485,195.8381596,250.9319826,250.6129344
vid_4_2140.jpg,8.315484805,191.9256757,83.64399421,233.0067568
vid_4_2140.jpg,163.8639653,194.8600386,248.4862518,227.6270914
vid_4_2140.jpg,464.1997106,180.1882239,659.8581766,251.5910553
vid_4_21420.jpg,186.3646889,195.3490991,307.6729378,240.6177606
vid_4_21400.jpg,482.7872648,178.231982,603.1172214,223.7146075
vid_4_21440.jpg,0,195.8381596,80.21997106,231.5395753
vid_4_21480.jpg,342.8914616,186.0569498,522.8972504,245.233269
vid_4_21480.jpg,548.8219971,176.27574,658.3907381,215.4005792
vid_4_21500.jpg,291.5311143,185.5678893,417.2416787,228.1161519
vid_4_21500.jpg,6.84804631,198.7725225,143.8089725,248.6566924
vid_4_21520.jpg,61.14327062,193.3928571,162.8856729,234.4739382
vid_4_21560.jpg,374.1968162,187.5241313,501.3748191,226.6489704
vid_4_21560.jpg,520.4515195,165.5164093,676,245.7223295
vid_4_21540.jpg,608.4978292,172.8523166,676,213.4443372
vid_4_21580.jpg,130.1128799,191.4366152,295.9334298,248.6566924
vid_4_21620.jpg,459.3082489,184.1007079,627.0853835,242.7879665
vid_4_21600.jpg,0,197.7944015,48.42547033,233.2818533
vid_4_21640.jpg,75.81765557,196.8162806,229.8986975,250.6129344
vid_4_21640.jpg,423.1114327,175.7866795,554.2026049,228.6052124
vid_4_2160.jpg,8.80463097,205.1303089,87.06801737,228.6052124
vid_4_2160.jpg,67.99131693,200.239704,234.301013,256.9707207
vid_4_2160.jpg,344.3589001,197.7944015,462.2431259,241.3207851
vid_4_21660.jpg,151.6353111,191.9256757,278.813314,235.4520592
vid_4_21680.jpg,0,193.8819176,71.90448625,237.4083012
vid_4_2180.jpg,121.7973951,197.7944015,229.4095514,241.8098456
vid_4_2200.jpg,0,203.6631274,56.74095514,234.4739382
vid_4_22240.jpg,26.90303907,193.3928571,174.1360347,253.3333333
vid_4_22220.jpg,395.2301013,171.8741956,579.1490593,245.233269
vid_4_22560.jpg,268.5412446,190.9475547,382.0231548,239.3645431
vid_4_22540.jpg,561.5397974,183.6116474,675.5108538,224.6927284
vid_4_22580.jpg,21.52243126,199.261583,117.3950796,239.8536036
vid_4_22640.jpg,550.2894356,168.4507722,676,240.8317246
vid_4_22660.jpg,150.1678726,184.5897683,316.9667149,260.3941441
vid_4_22700.jpg,423.1114327,184.5897683,555.1808973,227.1380309
vid_4_22720.jpg,155.0593343,193.8819176,267.0738061,236.9192407
vid_4_22740.jpg,0,200.7287645,58.6975398,236.4301802
vid_4_22980.jpg,536.1041968,182.1444659,656.4341534,225.1817889
vid_4_23000.jpg,260.2257598,196.8162806,378.5991317,236.9192407
vid_4_23020.jpg,28.85962373,199.7506435,134.0260492,236.9192407
vid_4_2380.jpg,485.2329957,185.5678893,587.9536903,227.6270914
vid_4_2400.jpg,228.9204052,192.9037967,337.0217077,244.7442085
vid_4_2420.jpg,25.92474674,193.3928571,112.9927641,234.9629987
vid_4_24760.jpg,69.45875543,201.217825,166.7988423,229.0942728
vid_4_2520.jpg,466.6454414,172.3632561,673.5542692,242.298906
vid_4_2540.jpg,28.37047757,188.0131918,221.0940666,255.5035393
vid_4_26300.jpg,580.1273517,177.253861,663.2821997,210.5099743
vid_4_26320.jpg,486.211288,177.253861,576.2141823,211.9771557
vid_4_26320.jpg,617.7916064,172.8523166,675.0217077,207.0865508
vid_4_26340.jpg,373.70767,188.5022523,467.1345876,222.7364865
vid_4_26340.jpg,492.5701881,183.1225869,624.1505065,220.7802445
vid_4_26340.jpg,606.5412446,175.297619,664.7496382,212.9552767
vid_4_26360.jpg,264.6280753,191.4366152,333.5976845,222.7364865
vid_4_26360.jpg,337.5108538,185.5678893,460.7756874,232.0286358
vid_4_26360.jpg,503.3314038,186.0569498,585.9971056,216.3787001
vid_4_26360.jpg,623.1722142,174.3194981,676,217.3568211
vid_4_26380.jpg,152.6136035,197.7944015,213.7568741,224.203668
vid_4_26380.jpg,171.2011577,194.8600386,282.7264834,231.5395753
vid_4_26380.jpg,408.4370478,184.5897683,490.6136035,220.291184
vid_4_26380.jpg,506.2662808,173.3413771,620.7264834,219.8021236
vid_4_26380.jpg,603.6063676,185.5678893,665.2387844,207.5756113
vid_4_26420.jpg,2.445730825,197.3053411,42.55571635,231.0505148
vid_4_26420.jpg,198.593343,188.5022523,307.6729378,235.9411197
vid_4_26420.jpg,391.8060781,189.4803732,489.6353111,221.7583655
vid_4_26420.jpg,499.4182344,181.1663449,625.1287988,219.8021236
vid_4_26420.jpg,585.0188133,181.1663449,657.4124457,210.9990347
vid_4_26400.jpg,29.83791606,193.8819176,143.8089725,235.9411197
vid_4_26400.jpg,304.2489146,188.0131918,389.3603473,222.247426
vid_4_26400.jpg,361.4790159,183.1225869,470.5586107,227.1380309
vid_4_26400.jpg,491.5918958,183.1225869,586.975398,219.3130631
vid_4_26400.jpg,616.813314,179.6991634,676,217.8458816
vid_4_26440.jpg,56.25180897,191.4366152,163.8639653,232.0286358
vid_4_26440.jpg,287.1287988,190.4584942,367.3487699,219.3130631
vid_4_26440.jpg,361.4790159,188.0131918,484.2547033,228.1161519
vid_4_26440.jpg,480.341534,182.6335264,563.0072359,214.9115187
vid_4_26440.jpg,582.5730825,177.7429215,676,218.3349421
vid_4_26480.jpg,61.63241679,199.7506435,166.3096961,234.4739382
vid_4_26480.jpg,254.845152,185.0788288,337.0217077,223.225547
vid_4_26480.jpg,337.5108538,193.8819176,440.7206946,233.4958172
vid_4_26480.jpg,466.1562952,179.6991634,550.7785818,220.291184
vid_4_26500.jpg,0,200.239704,61.63241679,231.5395753
vid_4_26500.jpg,146.2547033,197.3053411,216.2026049,229.0942728
vid_4_26500.jpg,202.5065123,199.261583,297.4008683,237.4083012
vid_4_26500.jpg,359.0332851,183.6116474,446.5904486,228.6052124
vid_4_26460.jpg,0,194.8600386,42.55571635,232.5176963
vid_4_26460.jpg,34.72937771,191.4366152,84.62228654,226.6489704
vid_4_26460.jpg,179.5166425,202.6850064,252.8885673,230.5614543
vid_4_26460.jpg,197.1259045,192.9037967,319.9015919,233.9848777
vid_4_26460.jpg,364.4138929,181.6554054,454.4167873,219.8021236
vid_4_26460.jpg,473.4934877,185.5678893,573.2793054,227.1380309
vid_4_26460.jpg,563.4963821,177.253861,652.5209841,213.9333977
vid_4_26520.jpg,81.19826339,197.5804376,171.2011577,235.9411197
vid_4_26520.jpg,52.82778582,198.283462,113.9710564,221.7583655
vid_4_26520.jpg,244.5730825,186.0569498,326.7496382,225.6708494
vid_4_26540.jpg,0,195.3490991,75.81765557,233.4958172
vid_4_26540.jpg,139.8958032,190.9475547,220.1157742,228.6052124
vid_4_26560.jpg,52.82778582,195.3490991,122.7756874,226.6489704
vid_4_26580.jpg,0,195.8381596,50.38205499,223.7146075
vid_4_28220.jpg,43.04486252,195.3490991,144.7872648,233.0067568
vid_4_28220.jpg,188.8104197,180.1882239,300.3357453,222.247426
vid_4_28200.jpg,298.3791606,183.6116474,405.5021708,229.5833333
vid_4_28200.jpg,395.2301013,173.8304376,508.2228654,221.7583655
vid_4_28240.jpg,33.75108538,185.5678893,122.7756874,225.6708494
vid_4_28440.jpg,599.6931983,177.7429215,656.9232996,205.6193694
vid_4_28840.jpg,238.7033285,191.4366152,322.8364689,225.1817889
vid_4_28820.jpg,417.2416787,185.5678893,510.6685962,221.269305
vid_4_28880.jpg,0,195.3490991,45.97973951,228.6052124
vid_4_28860.jpg,80.21997106,193.3928571,168.2662808,231.5395753
vid_4_29460.jpg,545.8871201,176.27574,630.5094067,212.9552767
vid_4_29480.jpg,345.8263386,182.1444659,428.9811867,223.225547
vid_4_29500.jpg,135.0043415,191.4366152,225.4963821,227.1380309
vid_4_29520.jpg,0,190.4584942,58.6975398,228.6052124
vid_4_29520.jpg,545.8871201,175.297619,655.4558611,222.7364865
vid_4_29540.jpg,279.7916064,188.0131918,391.316932,231.5395753
vid_4_29560.jpg,43.04486252,188.9913127,145.276411,233.4958172
vid_4_29880.jpg,169.2445731,197.3053411,253.3777135,227.6270914
vid_4_29880.jpg,194.1910275,193.3928571,366.8596237,261.3722651
vid_4_29880.jpg,423.1114327,188.0131918,493.5484805,219.3130631
vid_4_29880.jpg,604.0955137,175.297619,676,210.0209138
vid_4_29900.jpg,30.81620839,200.239704,113.4819103,228.1161519
vid_4_29900.jpg,284.683068,194.3709781,454.9059334,266.26287
vid_4_29900.jpg,446.1013025,181.6554054,527.788712,217.8458816
vid_4_29920.jpg,151.146165,195.8381596,216.2026049,222.7364865
vid_4_29920.jpg,247.9971056,188.0131918,331.1519537,227.1380309
vid_4_29920.jpg,382.0231548,181.6554054,553.7134588,260.3941441
vid_4_29920.jpg,642.2489146,180.1882239,676,202.6850064
vid_4_29940.jpg,40.59913169,199.7506435,102.7206946,225.1817889
vid_4_29940.jpg,95.38350217,194.8600386,164.3531114,227.6270914
vid_4_29940.jpg,475.9392185,183.1225869,649.0969609,250.6129344
vid_4_30000.jpg,100.2749638,192.9037967,169.7337192,225.6708494
vid_4_30000.jpg,531.2127352,173.8304376,626.1070912,209.0427928
vid_4_29980.jpg,222.0723589,198.283462,287.617945,224.203668
vid_4_29960.jpg,0,195.8381596,45.97973951,231.5395753
vid_4_29960.jpg,366.3704776,192.9037967,437.7858177,221.269305
vid_4_29960.jpg,572.7901592,178.7210425,676,243.7660875
vid_4_30020.jpg,11.73950796,194.3709781,76.30680174,225.1817889
vid_4_30020.jpg,394.7409551,180.1882239,491.1027496,218.3349421
vid_4_30440.jpg,189.2995658,192.9037967,287.617945,233.0067568
vid_4_3120.jpg,516.5383502,181.6554054,648.1186686,227.1380309
vid_4_3160.jpg,0,191.4366152,51.84949349,236.4301802
vid_4_3160.jpg,614.3675832,178.7210425,676,229.5833333
vid_4_3140.jpg,183.4298119,190.9475547,305.2272069,240.3426641
vid_4_3180.jpg,187.3429812,193.8819176,373.2185239,255.5035393
vid_4_3180.jpg,333.5976845,188.9913127,436.3183792,233.0067568
vid_4_3200.jpg,31.79450072,195.8381596,136.47178,237.8973616
vid_4_3220.jpg,444.1447178,188.0131918,557.6266281,231.5395753
vid_4_3240.jpg,167.2879884,199.261583,270.9869754,240.8317246
vid_4_3260.jpg,0,196.8162806,52.82778582,235.4520592
